Type;Time_ns;Measurement
Thread(4);162195;79
Thread(8);214323;0
Thread(8);215796;1
Thread(8);216417;2
Thread(8);217378;3
Thread(8);217719;4
Thread(8);217839;5
Thread(8);218972;6
Thread(8);219032;7
Thread(8);219173;8
Thread(8);219252;9
Thread(8);220454;10
Thread(8);221707;11
Thread(8);222218;12
Thread(8);222438;13
Thread(8);224532;14
Thread(8);224683;15
Thread(8);224723;16
Thread(8);224732;17
Thread(8);225283;18
Thread(8);225464;19
Thread(8);226637;20
Thread(8);226687;21
Thread(8);226706;22
Thread(8);227408;23
Thread(8);228019;24
Thread(8);228309;25
Thread(8);228690;26
Thread(8);228780;27
Thread(8);229071;28
Thread(8);230183;29
Thread(8);230613;30
Thread(8);230944;31
Thread(8);231315;32
Thread(8);231825;33
Thread(8);232056;34
Thread(8);232668;35
Thread(8);232728;36
Thread(8);233388;37
Thread(8);235302;38
Thread(8);235703;39
Thread(8);236275;40
Thread(8);236284;41
Thread(8);236635;42
Thread(8);236876;43
Thread(8);238789;44
Thread(8);239129;45
Thread(8);239320;46
Thread(8);240783;47
Thread(8);242716;48
Thread(8);243578;49
Thread(8);243618;50
Thread(8);245221;51
Thread(8);245551;52
Thread(8);245632;53
Thread(8);245732;54
Thread(8);247746;55
Thread(8);247916;56
Thread(8);248227;57
Thread(8);248737;58
Thread(8);249779;59
Thread(8);250010;60
Thread(8);250731;61
Thread(8);253477;62
Thread(8);253727;63
Thread(8);254799;64
Thread(8);255450;65
Thread(8);258255;66
Thread(8);259127;67
Thread(8);259799;68
Thread(8);261903;69
Thread(8);263035;70
Thread(8);265750;71
Thread(8);269276;72
Thread(8);270318;73
Thread(8);275889;74
Thread(8);279214;75
Thread(8);280337;76
Thread(8);283233;77
Thread(8);287049;78
Thread(8);287130;79
Thread(16);398940;0
Thread(16);399291;1
Thread(16);399962;2
Thread(16);405803;3
Thread(16);406795;4
Thread(16);406935;5
Thread(16);407205;6
Thread(16);407446;7
Thread(16);410061;8
Thread(16);410571;9
Thread(16);411584;10
Thread(16);413617;11
Thread(16);414840;12
Thread(16);415371;13
Thread(16);415401;14
Thread(16);415681;15
Thread(16);416843;16
Thread(16);417816;17
Thread(16);418527;18
Thread(16);419719;19
Thread(16);420651;20
Thread(16);421762;21
Thread(16);422153;22
Thread(16);422294;23
Thread(16);423346;24
Thread(16);423506;25
Thread(16);424288;26
Thread(16);425350;27
Thread(16);425350;28
Thread(16);426863;29
Thread(16);427634;30
Thread(16);428505;31
Thread(16);429557;32
Thread(16);430058;33
Thread(16);430609;34
Thread(16);430890;35
Thread(16);431200;36
Thread(16);433445;37
Thread(16);434116;38
Thread(16);434777;39
Thread(16);436009;40
Thread(16);436581;41
Thread(16);438555;42
Thread(16);438615;43
Thread(16);440969;44
Thread(16);441691;45
Thread(16);441961;46
Thread(16);442241;47
Thread(16);442782;48
Thread(16);444857;49
Thread(16);445407;50
Thread(16);446390;51
Thread(16);447902;52
Thread(16);448313;53
Thread(16);448733;54
Thread(16);448854;55
Thread(16);450246;56
Thread(16);450547;57
Thread(16);450577;58
Thread(16);450587;59
Thread(16);451559;60
Thread(16);452811;61
Thread(16);452972;62
Thread(16);455957;63
Thread(16);457590;64
Thread(16);458071;65
Thread(16);458371;66
Thread(16);460916;67
Thread(16);462098;68
Thread(16);463191;69
Thread(16);463211;70
Thread(16);463452;71
Thread(16);463582;72
Thread(16);468080;73
Thread(16);471005;74
Thread(16);471266;75
Thread(16);472699;76
Thread(16);473951;77
Thread(16);482698;78
Thread(16);488839;79
Thread(32);819180;0
Thread(32);821735;1
Thread(32);827796;2
Thread(32);831263;3
Thread(32);832155;4
Thread(32);832224;5
Thread(32);832625;6
Thread(32);835721;7
Thread(32);835901;8
Thread(32);836162;9
Thread(32);836162;10
Thread(32);836222;11
Thread(32);837464;12
Thread(32);840750;13
Thread(32);842514;14
Thread(32);842895;15
Thread(32);842904;16
Thread(32);844307;17
Thread(32);844899;18
Thread(32);847383;19
Thread(32);847474;20
Thread(32);848345;21
Thread(32);848886;22
Thread(32);849346;23
Thread(32);849958;24
Thread(32);851571;25
Thread(32);852773;26
Thread(32);853153;27
Thread(32);854176;28
Thread(32);856360;29
Thread(32);858194;30
Thread(32);858744;31
Thread(32);859446;32
Thread(32);860127;33
Thread(32);860838;34
Thread(32);861098;35
Thread(32);861680;36
Thread(32);865066;37
Thread(32);871579;38
Thread(32);880636;39
Thread(32);883291;40
Thread(32);884152;41
Thread(32);885124;42
Thread(32);885275;43
Thread(32);885424;44
Thread(32);885524;45
Thread(32);888691;46
Thread(32);889262;47
Thread(32);891325;48
Thread(32);894451;49
Thread(32);894492;50
Thread(32);894552;51
Thread(32);896416;52
Thread(32);902697;53
Thread(32);902738;54
Thread(32);902767;55
Thread(32);904992;56
Thread(32);907346;57
Thread(32);909791;58
Thread(32);911003;59
Thread(32);912836;60
Thread(32);914379;61
Thread(32);918577;62
Thread(32);921523;63
Thread(32);927254;64
Thread(32);928866;65
Thread(32);929136;66
Thread(32);929367;67
Thread(32);930179;68
Thread(32);931050;69
Thread(32);935198;70
Thread(32);935569;71
Thread(32);938434;72
Thread(32);947892;73
Thread(32);955306;74
Thread(32);955887;75
Thread(32);962600;76
Thread(32);963732;77
Thread(32);964092;78
Thread(32);966807;79
ParallelStream;29245;0
ParallelStream;29375;1
ParallelStream;29426;2
ParallelStream;29525;3
ParallelStream;29836;4
ParallelStream;29846;5
ParallelStream;30237;6
ParallelStream;30297;7
ParallelStream;30447;8
ParallelStream;30538;9
ParallelStream;30658;10
ParallelStream;30698;11
ParallelStream;30827;12
ParallelStream;30838;13
ParallelStream;30848;14
ParallelStream;31048;15
ParallelStream;31079;16
ParallelStream;31268;17
ParallelStream;31469;18
ParallelStream;31550;19
ParallelStream;31730;20
ParallelStream;31890;21
ParallelStream;31940;22
ParallelStream;31950;23
ParallelStream;31980;24
ParallelStream;32141;25
ParallelStream;32260;26
ParallelStream;32311;27
ParallelStream;32391;28
ParallelStream;32441;29
ParallelStream;32601;30
ParallelStream;32681;31
ParallelStream;32781;32
ParallelStream;32792;33
ParallelStream;32832;34
ParallelStream;32841;35
ParallelStream;33053;36
ParallelStream;33142;37
ParallelStream;33273;38
ParallelStream;33403;39
ParallelStream;33613;40
ParallelStream;33823;41
ParallelStream;33853;42
ParallelStream;33974;43
ParallelStream;34034;44
ParallelStream;34074;45
ParallelStream;34084;46
ParallelStream;34284;47
ParallelStream;34375;48
ParallelStream;34645;49
ParallelStream;34845;50
ParallelStream;34855;51
ParallelStream;34916;52
ParallelStream;35126;53
ParallelStream;35136;54
ParallelStream;35147;55
ParallelStream;35367;56
ParallelStream;35386;57
ParallelStream;35717;58
ParallelStream;35818;59
ParallelStream;35938;60
ParallelStream;36078;61
ParallelStream;36238;62
ParallelStream;36338;63
ParallelStream;36588;64
ParallelStream;36629;65
ParallelStream;36719;66
ParallelStream;36729;67
ParallelStream;37110;68
ParallelStream;37270;69
ParallelStream;37301;70
ParallelStream;37560;71
ParallelStream;37711;72
ParallelStream;37842;73
ParallelStream;37922;74
ParallelStream;38011;75
ParallelStream;39384;76
ParallelStream;39425;77
ParallelStream;39544;78
ParallelStream;39745;79
