Type;Time_ns;Measurement
ParallelStream;67337;3
ParallelStream;67407;4
ParallelStream;67958;5
ParallelStream;68479;6
ParallelStream;68699;7
ParallelStream;69621;8
ParallelStream;69782;9
ParallelStream;69902;10
ParallelStream;69991;11
ParallelStream;70593;12
ParallelStream;71103;13
ParallelStream;71564;14
ParallelStream;72646;15
ParallelStream;72757;16
ParallelStream;73588;17
ParallelStream;74069;18
ParallelStream;74850;19
ParallelStream;75232;20
ParallelStream;75302;21
ParallelStream;76194;22
ParallelStream;76574;23
ParallelStream;77075;24
ParallelStream;77265;25
ParallelStream;77356;26
ParallelStream;77415;27
ParallelStream;77485;28
ParallelStream;80051;29
ParallelStream;81594;30
ParallelStream;81683;31
ParallelStream;81763;32
ParallelStream;83477;33
ParallelStream;83848;34
ParallelStream;83878;35
ParallelStream;85100;36
ParallelStream;88056;37
ParallelStream;88086;38
ParallelStream;88647;39
ParallelStream;88827;40
ParallelStream;90851;41
ParallelStream;91031;42
ParallelStream;92985;43
ParallelStream;93435;44
ParallelStream;93436;45
ParallelStream;94527;46
ParallelStream;96021;47
ParallelStream;97453;48
ParallelStream;98275;49
ParallelStream;102322;50
ParallelStream;102994;51
ParallelStream;103976;52
ParallelStream;105257;53
ParallelStream;106570;54
ParallelStream;107051;55
ParallelStream;107693;56
ParallelStream;107763;57
ParallelStream;107813;58
ParallelStream;108164;59
ParallelStream;109636;60
ParallelStream;109746;61
ParallelStream;110087;62
ParallelStream;110127;63
ParallelStream;110698;64
ParallelStream;112462;65
ParallelStream;112822;66
ParallelStream;114565;67
ParallelStream;114776;68
ParallelStream;115257;69
ParallelStream;115507;70
ParallelStream;115988;71
ParallelStream;118943;72
ParallelStream;122520;73
ParallelStream;124123;74
ParallelStream;124524;75
ParallelStream;124825;76
ParallelStream;130616;77
ParallelStream;133110;78
ParallelStream;133671;79
