Type;Time_ns;Measurement
Thread(32);876015;10
Thread(32);879762;11
Thread(32);882468;12
Thread(32);884201;13
Thread(32);884230;14
Thread(32);886435;15
Thread(32);888248;16
Thread(32);888799;17
Thread(32);889831;18
Thread(32);894239;19
Thread(32);903948;20
Thread(32);904448;21
Thread(32);925869;22
Thread(32);926069;23
Thread(32);927431;24
Thread(32);930537;25
Thread(32);934404;26
Thread(32);938743;27
Thread(32);939043;28
Thread(32);943582;29
Thread(32);944614;30
Thread(32);949193;31
Thread(32);956567;32
Thread(32);959071;33
Thread(32);977035;34
Thread(32);979209;35
Thread(32);990690;36
Thread(32);1013192;37
Thread(32);1026107;38
Thread(32);1123530;39
ParallelStream;7434;0
ParallelStream;7454;1
ParallelStream;7594;2
ParallelStream;7905;3
ParallelStream;8036;4
ParallelStream;8125;5
ParallelStream;8235;6
ParallelStream;8276;7
ParallelStream;8626;8
ParallelStream;8706;9
ParallelStream;8827;10
ParallelStream;9408;11
ParallelStream;9488;12
ParallelStream;9788;13
ParallelStream;9859;14
ParallelStream;9869;15
ParallelStream;10159;16
ParallelStream;10320;17
ParallelStream;10510;18
ParallelStream;10590;19
ParallelStream;10870;20
ParallelStream;11332;21
ParallelStream;11451;22
ParallelStream;11552;23
ParallelStream;11712;24
ParallelStream;11832;25
ParallelStream;11902;26
ParallelStream;12353;27
ParallelStream;12994;28
ParallelStream;13085;29
ParallelStream;13506;30
ParallelStream;13765;31
ParallelStream;14407;32
ParallelStream;15469;33
ParallelStream;16130;34
ParallelStream;16221;35
ParallelStream;17433;36
ParallelStream;17684;37
ParallelStream;20519;38
ParallelStream;23314;39
