Type;Time_ns;Measurement
Thread(16);477416;18
Thread(16);477767;19
Thread(16);479180;20
Thread(16);483208;21
Thread(16);489790;22
Thread(16);491593;23
Thread(16);492665;24
Thread(16);495361;25
Thread(16);500219;26
Thread(16);517722;27
Thread(16);520177;28
Thread(16);545024;29
Thread(16);551726;30
Thread(16);561374;31
Thread(16);566644;32
Thread(16);568869;33
Thread(16);581452;34
Thread(16);594206;35
Thread(16);598063;36
Thread(16);604936;37
Thread(16);607992;38
Thread(16);609735;39
Thread(32);711666;0
Thread(32);717537;1
Thread(32);728618;2
Thread(32);748896;3
Thread(32);766690;4
Thread(32);772040;5
Thread(32);774314;6
Thread(32);774474;7
Thread(32);784192;8
Thread(32);799241;9
Thread(32);809831;10
Thread(32);812436;11
Thread(32);818907;12
Thread(32);823456;13
Thread(32);826883;14
Thread(32);832503;15
Thread(32);833626;16
Thread(32);842001;17
Thread(32);842161;18
Thread(32);855556;19
Thread(32);874292;20
Thread(32);877718;21
Thread(32);878059;22
Thread(32);878259;23
Thread(32);886565;24
Thread(32);903737;25
Thread(32);905961;26
Thread(32);921611;27
Thread(32);944915;28
Thread(32);947269;29
Thread(32);953791;30
Thread(32);960644;31
Thread(32);963078;32
Thread(32);971515;33
Thread(32);972797;34
Thread(32);978497;35
Thread(32);981493;36
Thread(32);1008383;37
Thread(32);1027319;38
Thread(32);1041977;39
ParallelStream;50575;0
ParallelStream;53440;1
ParallelStream;53480;2
ParallelStream;53510;3
ParallelStream;53571;4
ParallelStream;55214;5
ParallelStream;55545;6
ParallelStream;55584;7
ParallelStream;56135;8
ParallelStream;57067;9
ParallelStream;57939;10
ParallelStream;58029;11
ParallelStream;58510;12
ParallelStream;59862;13
ParallelStream;60273;14
ParallelStream;65142;15
ParallelStream;65172;16
ParallelStream;65182;17
ParallelStream;65412;18
ParallelStream;66064;19
ParallelStream;68018;20
ParallelStream;68128;21
ParallelStream;68438;22
ParallelStream;70172;23
ParallelStream;71354;24
ParallelStream;75071;25
ParallelStream;75962;26
ParallelStream;76013;27
ParallelStream;76444;28
ParallelStream;79008;29
ParallelStream;79179;30
ParallelStream;82705;31
ParallelStream;84219;32
ParallelStream;86102;33
ParallelStream;89017;34
ParallelStream;99336;35
ParallelStream;106820;36
ParallelStream;107151;37
ParallelStream;107522;38
ParallelStream;109726;39
