Type;Time_ns;Measurement
Thread(2);83647;36
Thread(2);83767;37
Thread(2);85049;38
Thread(2);86472;39
Thread(4);108404;0
Thread(4);108474;1
Thread(4);108915;2
Thread(4);109456;3
Thread(4);109726;4
Thread(4);109827;5
Thread(4);111840;6
Thread(4);111840;7
Thread(4);112852;8
Thread(4);113332;9
Thread(4);113523;10
Thread(4);113774;11
Thread(4);114004;12
Thread(4);115787;13
Thread(4);116569;14
Thread(4);117000;15
Thread(4);117190;16
Thread(4);118272;17
Thread(4);118573;18
Thread(4);118653;19
Thread(4);119094;20
Thread(4);119575;21
Thread(4);120947;22
Thread(4);121528;23
Thread(4);125536;24
Thread(4);125546;25
Thread(4);127970;26
Thread(4);130666;27
Thread(4);131317;28
Thread(4);136527;29
Thread(4);137017;30
Thread(4);137278;31
Thread(4);139061;32
Thread(4);141575;33
Thread(4);141936;34
Thread(4);142908;35
Thread(4);149701;36
Thread(4);149931;37
Thread(4);150843;38
Thread(4);152757;39
Thread(8);221005;0
Thread(8);224431;1
Thread(8);225163;2
Thread(8);228219;3
Thread(8);228920;4
Thread(8);229872;5
Thread(8);236454;6
Thread(8);239360;7
Thread(8);250210;8
Thread(8);254689;9
Thread(8);260600;10
Thread(8);262072;11
Thread(8);265268;12
Thread(8);268945;13
Thread(8);270027;14
Thread(8);271841;15
Thread(8);272652;16
Thread(8);277071;17
Thread(8);277110;18
Thread(8);277581;19
Thread(8);281569;20
Thread(8);281809;21
Thread(8);282461;22
Thread(8);283573;23
Thread(8);289815;24
Thread(8);290555;25
Thread(8);291437;26
Thread(8);294753;27
Thread(8);299973;28
Thread(8);300765;29
Thread(8);301717;30
Thread(8);303310;31
Thread(8);303691;32
Thread(8);307548;33
Thread(8);310053;34
Thread(8);315142;35
Thread(8);316825;36
Thread(8);318318;37
Thread(8);322405;38
Thread(8);339628;39
Thread(16);376356;0
Thread(16);386326;1
Thread(16);388840;2
Thread(16);389101;3
Thread(16);393530;4
Thread(16);395633;5
Thread(16);397697;6
Thread(16);408497;7
Thread(16);408847;8
Thread(16);417184;9
Thread(16);423005;10
Thread(16);424647;11
Thread(16);425439;12
Thread(16);436980;13
Thread(16);439345;14
Thread(16);440067;15
Thread(16);448312;16
Thread(16);451297;17
Thread(16);452169;18
Thread(16);455224;19
Thread(16);459132;20
Thread(16);460375;21
Thread(16);464433;22
Thread(16);464463;23
Thread(16);466696;24
Thread(16);468469;25
Thread(16);469091;26
Thread(16);470183;27
Thread(16);470414;28
Thread(16);473920;29
Thread(16);474581;30
Thread(16);476465;31
Thread(16);480592;32
Thread(16);482487;33
Thread(16);485141;34
Thread(16);490151;35
Thread(16);511320;36
Thread(16);511992;37
Thread(16);513644;38
Thread(16);513945;39
Thread(32);641614;0
Thread(32);663736;1
Thread(32);665460;2
Thread(32);667193;3
Thread(32);668706;4
Thread(32);675428;5
Thread(32);677933;6
Thread(32);680227;7
Thread(32);681460;8
Thread(32);681590;9
Thread(32);682141;10
Thread(32);685568;11
Thread(32);685608;12
Thread(32);687992;13
Thread(32);689465;14
Thread(32);690156;15
Thread(32);697670;16
Thread(32);699033;17
Thread(32);703572;18
Thread(32);704814;19
Thread(32);715554;20
Thread(32);720072;21
Thread(32);724821;22
Thread(32);729440;23
Thread(32);738146;24
Thread(32);742865;25
Thread(32);753224;26
Thread(32);753374;27
Thread(32);756390;28
Thread(32);756912;29
Thread(32);766339;30
Thread(32);783992;31
Thread(32);787459;32
Thread(32);787519;33
Thread(32);799972;34
Thread(32);806755;35
Thread(32);812766;36
Thread(32);830279;37
Thread(32);835198;38
Thread(32);836461;39
ParallelStream;13225;0
ParallelStream;13315;1
ParallelStream;13455;2
ParallelStream;13465;3
ParallelStream;13726;4
ParallelStream;13836;5
ParallelStream;14257;6
ParallelStream;14397;7
ParallelStream;14618;8
ParallelStream;15169;9
ParallelStream;15550;10
ParallelStream;15990;11
ParallelStream;16241;12
ParallelStream;16571;13
ParallelStream;16631;14
ParallelStream;16691;15
ParallelStream;16891;16
ParallelStream;16891;17
ParallelStream;17152;18
ParallelStream;17433;19
ParallelStream;17684;20
ParallelStream;17733;21
ParallelStream;18134;22
ParallelStream;18355;23
ParallelStream;18355;24
ParallelStream;18655;25
ParallelStream;19337;26
ParallelStream;19948;27
ParallelStream;20258;28
ParallelStream;20589;29
ParallelStream;21330;30
ParallelStream;21831;31
ParallelStream;22232;32
ParallelStream;22793;33
ParallelStream;23284;34
ParallelStream;23374;35
ParallelStream;23404;36
ParallelStream;24125;37
ParallelStream;25538;38
ParallelStream;27682;39
