Type;Time_ns;Measurement
Thread(8);226425;4
Thread(8);229181;5
Thread(8);229330;6
Thread(8);229391;7
Thread(8);233468;8
Thread(8);235873;9
Thread(8);240772;10
Thread(8);245191;11
Thread(8);248687;12
Thread(8);250791;13
Thread(8);252784;14
Thread(8);255771;15
Thread(8);257153;16
Thread(8);264958;17
Thread(8);269997;18
Thread(8);272903;19
Thread(8);277642;20
Thread(8);278823;21
Thread(8);283282;22
Thread(8);285787;23
Thread(8);288202;24
Thread(8);293621;25
Thread(8);298180;26
Thread(8);299693;27
Thread(8);307518;28
Thread(8);314971;29
Thread(8);326784;30
Thread(8);334548;31
Thread(8);335140;32
Thread(8);338856;33
Thread(8);339517;34
Thread(8);342934;35
Thread(8);344357;36
Thread(8);345418;37
Thread(8);346712;38
Thread(8);350167;39
Thread(16);428034;0
Thread(16);441669;1
Thread(16);445597;2
Thread(16);447190;3
Thread(16);455625;4
Thread(16);459142;5
Thread(16);463641;6
Thread(16);465995;7
Thread(16);466786;8
Thread(16);479450;9
Thread(16);484710;10
Thread(16);485692;11
Thread(16);491262;12
Thread(16);497113;13
Thread(16);497945;14
Thread(16);502724;15
Thread(16);508906;16
Thread(16);511280;17
Thread(16);511842;18
Thread(16);512202;19
Thread(16);514596;20
Thread(16);515478;21
Thread(16);517331;22
Thread(16);518554;23
Thread(16);520277;24
Thread(16);521589;25
Thread(16);522661;26
Thread(16);523794;27
Thread(16);524195;28
Thread(16);525727;29
Thread(16);529685;30
Thread(16);535195;31
Thread(16);543491;32
Thread(16);553248;33
Thread(16);571894;34
Thread(16);582023;35
Thread(16);590158;36
Thread(16);605437;37
Thread(16);612249;38
Thread(16);626757;39
Thread(32);897526;0
Thread(32);901943;1
Thread(32);907435;2
Thread(32);907454;3
Thread(32);912103;4
Thread(32);913195;5
Thread(32);913515;6
Thread(32);916070;7
Thread(32);929616;8
Thread(32);934024;9
Thread(32);942810;10
Thread(32);942920;11
Thread(32);945436;12
Thread(32);945456;13
Thread(32);947941;14
Thread(32);968729;15
Thread(32);973127;16
Thread(32);974410;17
Thread(32);988757;18
Thread(32);993306;19
Thread(32);994187;20
Thread(32);996461;21
Thread(32);1001621;22
Thread(32);1014736;23
Thread(32);1019023;24
Thread(32);1020045;25
Thread(32);1023151;26
Thread(32);1023783;27
Thread(32);1026879;28
Thread(32);1031577;29
Thread(32);1034172;30
Thread(32);1035204;31
Thread(32);1056384;32
Thread(32);1069318;33
Thread(32);1077403;34
Thread(32);1137476;35
Thread(32);1171901;36
Thread(32);1187831;37
Thread(32);1195174;38
Thread(32);1233737;39
ParallelStream;22612;0
ParallelStream;23163;1
ParallelStream;24466;2
ParallelStream;24907;3
ParallelStream;25818;4
ParallelStream;25968;5
ParallelStream;26419;6
ParallelStream;26870;7
ParallelStream;27121;8
ParallelStream;27161;9
ParallelStream;27201;10
ParallelStream;27391;11
ParallelStream;27551;12
ParallelStream;27762;13
ParallelStream;27782;14
ParallelStream;27833;15
ParallelStream;27922;16
ParallelStream;28263;17
ParallelStream;29425;18
ParallelStream;29877;19
ParallelStream;30277;20
ParallelStream;30928;21
ParallelStream;31369;22
ParallelStream;31699;23
ParallelStream;32161;24
ParallelStream;32180;25
ParallelStream;32411;26
ParallelStream;33202;27
ParallelStream;33614;28
ParallelStream;34735;29
ParallelStream;35667;30
ParallelStream;37030;31
ParallelStream;38091;32
ParallelStream;38201;33
ParallelStream;38813;34
ParallelStream;40716;35
ParallelStream;41287;36
ParallelStream;41848;37
ParallelStream;42049;38
ParallelStream;47269;39
